year	month	day	rock	scissors	paper
2012	06	03	0	0	1
2012	06	10	0	1	0
2012	06	17	1	0	0
2012	06	24	0	0	1
2012	07	01	0	1	0
2012	07	08	0	0	1
2012	07	15	0	1	0
2012	07	22	0	1	0
2012	07	29	1	0	0
2012	08	05	0	0	0
2012	08	12	1	0	0
2012	08	19	0	0	1
2012	08	26	0	0	1
2012	09	02	0	1	0
2012	09	09	1	0	0
2012	09	16	0	0	1
2012	09	23	0	0	1
2012	09	30	1	0	0
2012	10	07	0	1	0
2012	10	14	0	1	0
2012	10	21	0	0	1
2012	10	28	1	0	0
2012	11	04	1	0	0
2012	11	11	0	0	1
2012	11	18	0	1	0
2012	11	25	0	0	1
2012	12	02	0	1	0
2012	12	09	1	0	0
2012	12	16	0	0	0
2012	12	23	0	1	0
2012	12	30	0	0	1
2013	01	06	0	1	0
2013	01	13	1	0	0
2013	01	20	1	0	0
2013	01	27	0	0	1
2013	02	03	0	1	0
2013	02	10	1	0	0
2013	02	17	0	0	1
2013	02	24	0	0	1
2013	03	03	0	1	0
2013	03	10	1	0	0
2013	03	17	0	1	0
2013	03	24	1	0	0
2013	03	31	0	0	1
2013	04	07	0	1	0
2013	04	14	0	0	1
2013	04	21	0	1	0
2013	04	28	0	0	1
2013	05	05	0	0	1
2013	05	12	0	1	0
2013	05	19	1	0	0
2013	05	26	1	0	0
2013	06	02	0	1	0
2013	06	09	0	0	1
2013	06	16	1	0	0
2013	06	23	0	1	0
2013	06	30	0	0	1
2013	07	07	0	1	0
2013	07	14	0	0	1
2013	07	21	1	0	0
2013	07	28	1	0	0
2013	08	04	0	1	0
2013	08	11	0	0	1
2013	08	18	0	0	0
2013	08	25	0	0	1
2013	09	01	0	1	0
2013	09	08	1	0	0
2013	09	15	0	1	0
2013	09	22	0	0	1
2013	09	29	0	0	1
2013	10	06	0	1	0
2013	10	13	1	0	0
2013	10	20	1	0	0
2013	10	27	0	0	1
2013	11	03	0	1	0
2013	11	10	0	1	0
2013	11	17	0	0	1
2013	11	24	1	0	0
2013	12	01	0	0	0
2013	12	08	0	0	1
2013	12	15	0	0	1
2013	12	22	0	1	0
2013	12	29	0	0	0
2014	01	05	0	1	0
2014	01	12	1	0	0
2014	01	19	0	0	1
2014	01	26	1	0	0
2014	02	02	0	1	0
2014	02	09	0	0	1
2014	02	16	0	1	0
2014	02	23	1	0	0
2014	03	02	1	0	0
2014	03	09	0	0	1
2014	03	16	0	1	0
2014	03	23	0	0	1
2014	03	30	1	0	0
2014	04	06	0	1	0
2014	04	13	1	0	0
2014	04	20	1	0	0
2014	04	27	0	0	1
2014	05	04	0	1	0
2014	05	11	0	0	1
2014	05	18	1	0	0
2014	05	25	0	0	1
2014	06	01	0	1	0
2014	06	08	0	0	1
2014	06	15	1	0	0
2014	06	22	0	1	0
2014	06	29	0	0	1
2014	07	06	0	1	0
2014	07	13	1	0	0
2014	07	20	0	1	0
2014	07	27	0	1	0
2014	08	03	0	0	1
2014	08	10	1	0	0
2014	08	17	0	0	1
2014	08	24	0	1	0
2014	08	31	0	0	1
2014	09	07	1	0	0
2014	09	14	0	1	0
2014	09	21	0	0	1
2014	09	28	0	0	1
2014	10	05	0	1	0
2014	10	12	1	0	0
2014	10	19	1	0	0
2014	10	26	0	1	0
2014	11	02	0	0	1
2014	11	09	1	0	0
2014	11	16	0	0	1
2014	11	23	0	1	0
2014	11	30	1	0	0
2014	12	07	0	1	0
2014	12	14	0	0	0
2014	12	21	0	0	1
2014	12	28	1	0	0
2015	01	04	0	1	0
2015	01	11	0	1	0
2015	01	18	1	0	0
2015	01	25	0	0	0
2015	02	01	0	0	1
2015	02	08	0	0	1
2015	02	15	0	1	0
2015	02	22	1	0	0
2015	03	01	0	1	0
2015	03	08	0	0	1
2015	03	15	1	0	0
2015	03	22	0	1	0
2015	03	29	1	0	0
2015	04	05	0	1	0
2015	04	12	0	0	1
2015	04	19	1	0	0
2015	04	26	1	0	0
2015	05	03	0	1	0
2015	05	10	0	0	1
2015	05	17	1	0	0
2015	05	24	0	0	1
2015	05	31	0	1	0
2015	06	07	1	0	0
2015	06	14	0	1	0
2015	06	21	0	0	1
2015	06	28	0	0	1
2015	07	05	0	1	0
2015	07	12	1	0	0
2015	07	19	0	1	0
2015	07	26	0	1	0
2015	08	02	0	0	1
2015	08	09	1	0	0
2015	08	16	1	0	0
2015	08	23	0	0	1
2015	08	30	0	1	0
2015	09	06	1	0	0
2015	09	13	0	1	0
2015	09	20	0	0	1
2015	09	27	1	0	0
2015	10	04	0	1	0
2015	10	11	1	0	0
2015	10	18	0	0	1
2015	10	25	0	0	1
2015	11	01	0	1	0
2015	11	08	1	0	0
2015	11	15	1	0	0
2015	11	22	0	0	1
2015	11	29	0	1	0
2015	12	06	1	0	0
2015	12	13	0	0	1
2015	12	20	0	0	1
2015	12	27	0	0	0
2016	01	03	0	0	0
2016	01	10	0	1	0
2016	01	17	1	0	0
2016	01	24	0	1	0
2016	01	31	1	0	0
2016	02	07	0	0	1
2016	02	14	0	1	0
2016	02	21	0	1	0
2016	02	28	1	0	0
2016	03	06	0	0	1
2016	03	13	0	0	1
2016	03	20	1	0	0
2016	03	27	0	1	0
2016	04	03	0	0	1
2016	04	10	1	0	0
2016	04	17	1	0	0
2016	04	24	0	1	0
2016	05	01	0	1	0
2016	05	08	0	0	1
2016	05	15	0	0	1
2016	05	22	1	0	0
2016	05	29	0	0	1
2016	06	05	0	1	0
2016	06	12	1	0	0
2016	06	19	0	0	1
2016	06	26	1	0	0
2016	07	03	0	1	0
2016	07	10	0	1	0
2016	07	17	0	0	1
2016	07	24	0	1	0
2016	07	31	1	0	0
2016	08	07	1	0	0
2016	08	14	0	1	0
2016	08	21	0	0	1
2016	08	28	0	1	0
2016	09	04	0	0	1
2016	09	11	1	0	0
2016	09	18	1	0	0
2016	09	25	0	0	1
2016	10	02	0	1	0
2016	10	09	1	0	0
2016	10	16	0	1	0
2016	10	23	0	0	0
2016	10	30	0	0	1
2016	11	06	0	1	0
2016	11	13	1	0	0
2016	11	20	1	0	0
2016	11	27	0	0	1
2016	12	04	0	0	1
2016	12	11	0	1	0
2016	12	18	1	0	0
2016	12	25	0	0	1
2017	01	01	0	0	0
2017	01	08	0	1	0
2017	01	15	0	1	0
2017	01	22	0	0	1
2017	01	29	1	0	0
2017	02	05	1	0	0
2017	02	12	0	0	1
2017	02	19	0	1	0
2017	02	26	0	1	0
2017	03	05	1	0	0
2017	03	12	0	0	1
2017	03	19	0	0	0
2017	03	26	0	1	0
2017	04	02	0	1	0
2017	04	09	1	0	0
2017	04	16	0	0	1
2017	04	23	0	0	1
2017	04	30	0	1	0
2017	05	07	1	0	0
2017	05	14	0	0	1
2017	05	21	0	1	0
2017	05	28	1	0	0
2017	06	04	0	1	0
2017	06	11	0	0	1
2017	06	18	1	0	0
2017	06	25	1	0	0
