	gender	age	annual_income	hobby	bought_product_category
4289	1	69	330	5	0
4290	1	84	1120	4	4
4291	1	29	670	6	6
4292	1	27	980	1	3
4293	1	22	1480	8	3
4294	0	44	1120	0	3
4295	0	25	660	7	4
4296	1	45	870	3	6
4297	0	77	1270	4	6
4298	1	61	450	6	6
4299	0	19	780	6	6
4300	0	68	960	3	4
4301	0	36	230	0	0
4302	0	80	440	2	4
4303	0	41	560	9	5
4304	0	85	920	2	6
4305	1	48	1140	1	4
4306	0	53	1410	0	3
4307	0	63	1090	4	4
4308	1	19	640	3	6
4309	0	29	570	4	6
4310	0	79	840	3	6
4311	0	21	330	2	0
4312	1	77	820	3	6
4313	0	70	1140	1	4
4314	1	19	1370	0	3
4315	1	88	720	1	2
4316	1	20	780	7	2
4317	1	22	590	0	3
4318	1	46	480	4	1
4319	1	61	1210	6	4
4320	1	53	930	5	6
4321	1	76	720	5	2
4322	0	34	780	7	0
4323	1	26	400	4	2
4324	1	48	720	8	2
4325	0	47	300	4	5
4326	0	47	400	0	4
4327	0	30	1230	0	3
4328	0	18	1480	9	6
4329	1	61	1370	8	4
4330	0	75	330	9	4
4331	1	85	560	3	6
4332	0	66	1480	8	6
4333	1	65	1230	8	6
4334	1	57	520	3	1
4335	1	53	990	1	3
4336	1	32	530	6	6
4337	0	59	310	1	0
4338	0	71	170	6	4
4339	1	34	460	6	0
4340	1	66	440	4	1
4341	0	31	340	5	0
4342	0	34	240	1	0
4343	1	28	820	0	6
4344	0	60	1040	1	5
4345	1	33	1210	4	6
4346	1	49	150	4	6
4347	1	40	1200	9	7
4348	1	44	560	3	4
4349	0	19	930	8	1
4350	1	75	540	7	6
4351	1	35	540	7	6
4352	0	88	800	4	6
4353	0	31	1070	3	6
4354	0	75	500	5	0
4355	1	82	180	3	6
4356	1	70	470	1	3
4357	1	45	940	3	5
4358	1	34	940	8	3
4359	0	19	980	1	3
4360	1	74	520	8	5
4361	1	45	610	3	6
4362	0	81	150	1	4
4363	0	73	250	8	0
4364	0	59	770	8	0
4365	0	34	950	9	4
4366	1	76	1470	6	4
4367	0	66	1020	8	6
4368	0	57	970	4	3
4369	1	63	910	8	4
4370	1	30	1140	2	6
4371	0	29	1120	4	6
4372	0	70	960	0	6
4373	1	43	440	5	1
4374	0	42	650	7	5
4375	1	86	1440	5	6
4376	0	57	490	0	4
4377	1	84	280	8	2
4378	1	66	360	9	5
4379	1	51	1030	0	3
4380	0	24	280	1	7
4381	1	79	150	2	4
4382	1	84	480	3	1
4383	0	43	760	0	3
4384	0	50	1150	2	6
4385	1	70	1390	4	6
4386	0	83	610	3	4
4387	0	75	300	0	4
4388	1	22	400	9	7
4389	1	61	620	5	1
4390	0	22	1070	8	6
4391	0	79	1370	5	6
4392	0	82	960	6	4
4393	1	41	170	0	1
4394	1	79	1320	5	7
4395	0	83	1490	2	3
4396	1	27	1300	2	6
4397	1	26	1460	5	3
4398	1	77	1160	8	3
4399	1	75	150	6	4
4400	1	30	850	6	5
4401	1	48	1260	1	3
4402	1	36	260	6	4
4403	1	29	1220	5	0
4404	1	79	1000	0	5
4405	0	65	560	5	6
4406	0	83	1070	3	4
4407	0	69	510	7	7
4408	0	56	610	2	5
4409	0	46	1340	8	1
4410	1	60	1160	3	6
4411	0	32	690	0	1
4412	1	89	680	3	4
4413	0	63	790	7	5
4414	0	26	1110	7	5
4415	0	58	1490	2	3
4416	1	33	460	6	7
4417	0	41	700	1	5
4418	1	51	1040	7	6
4419	0	63	660	2	5
4420	1	69	1340	0	2
4421	1	18	480	4	0
4422	0	67	1330	3	6
4423	0	19	350	5	5
4424	0	76	740	7	6
4425	0	74	470	6	4
4426	0	80	200	4	1
4427	1	30	750	3	6
4428	0	75	420	1	0
4429	0	51	1370	1	3
4430	1	33	710	9	1
4431	1	27	1090	5	6
4432	0	22	260	5	6
4433	1	69	990	7	2
4434	0	21	1000	6	4
4435	0	23	1180	7	6
4436	0	85	270	7	5
4437	1	54	1000	5	7
4438	0	84	610	8	4
4439	1	25	1200	7	6
4440	1	86	360	1	4
4441	1	86	160	2	5
4442	1	82	450	9	5
4443	0	47	840	5	0
4444	0	84	970	3	4
4445	1	58	640	0	3
4446	1	71	1300	9	4
4447	0	55	510	4	5
4448	0	41	1090	9	6
4449	0	32	1390	4	6
4450	1	79	380	4	6
4451	0	59	1130	4	5
4452	0	48	610	6	4
4453	1	61	630	8	2
4454	1	62	1320	9	6
4455	0	18	1280	2	6
4456	0	70	1040	7	5
4457	1	83	830	6	4
4458	1	34	950	4	6
4459	0	35	520	6	6
4460	0	47	1380	6	1
4461	1	56	880	6	4
4462	0	81	1120	4	4
4463	0	56	1110	6	4
4464	1	22	150	2	5
4465	1	56	240	4	3
4466	0	80	1300	5	3
4467	1	19	570	0	1
4468	1	55	910	4	5
4469	1	35	640	0	3
4470	0	82	460	9	0
4471	1	74	1370	0	4
4472	0	59	1300	4	6
4473	1	64	570	1	5
4474	1	82	660	6	7
4475	1	38	1010	0	3
4476	1	70	1400	7	6
4477	0	64	430	5	0
4478	0	59	390	6	4
4479	1	67	810	1	4
4480	1	74	1010	3	6
4481	1	47	270	3	6
4482	0	41	1160	0	3
4483	0	60	1040	0	6
4484	0	45	610	7	6
4485	0	62	370	3	4
4486	0	54	1230	8	0
4487	1	78	1150	6	4
4488	1	42	1260	6	0
4489	0	40	490	1	4
4490	0	55	240	2	5
4491	0	40	310	3	1
4492	1	47	690	4	6
4493	0	40	910	5	0
4494	1	65	150	7	6
4495	1	80	220	6	5
4496	1	19	980	0	6
4497	0	70	640	7	4
4498	0	88	1140	6	4
4499	0	21	1390	2	3
4500	1	18	330	3	1
4501	0	60	220	1	2
4502	1	89	1390	1	6
4503	1	68	400	1	4
4504	1	81	750	6	4
4505	0	56	1460	4	3
4506	0	37	760	6	6
4507	1	64	1420	7	5
4508	1	24	370	8	7
4509	1	26	780	6	5
4510	1	66	1310	5	1
4511	0	56	230	4	5
4512	0	44	790	1	3
4513	0	81	490	5	0
4514	0	48	1470	1	3
4515	0	61	570	0	3
4516	0	53	330	1	2
4517	1	25	1420	2	5
4518	1	82	230	2	4
4519	0	50	400	8	0
4520	1	29	1050	0	6
4521	0	27	1190	1	3
4522	1	51	520	4	1
4523	0	81	1230	4	6
4524	1	46	340	0	7
4525	0	55	1380	1	3
4526	1	71	570	4	6
4527	0	74	190	2	5
4528	0	51	270	2	0
4529	1	45	820	1	4
4530	1	62	1070	1	5
4531	0	83	430	6	4
4532	0	66	190	8	4
4533	0	71	340	4	0
4534	1	34	1300	6	6
4535	0	59	800	7	5
4536	1	64	1200	7	3
4537	1	73	800	9	6
4538	1	68	910	8	4
4539	0	23	570	1	3
4540	0	52	1000	8	4
4541	1	57	390	6	4
4542	1	30	230	7	5
4543	1	51	1000	0	6
4544	0	48	420	9	0
4545	0	45	740	5	3
4546	1	49	810	5	1
4547	0	39	570	8	5
4548	0	41	330	9	0
4549	0	30	550	0	3
4550	0	34	730	4	2
4551	1	69	1400	6	6
4552	0	41	210	7	0
4553	1	63	860	7	5
4554	0	19	430	9	1
4555	1	41	950	7	5
4556	1	25	330	0	4
4557	0	31	1450	2	2
4558	0	21	620	9	6
4559	0	52	620	4	6
4560	0	42	850	2	4
4561	0	80	290	0	0
4562	0	84	1330	9	2
4563	0	64	1280	3	6
4564	1	42	740	9	6
4565	0	86	1080	1	3
4566	0	66	830	8	3
4567	0	27	570	0	1
4568	0	71	420	4	6
4569	1	57	600	8	4
4570	1	43	520	3	6
4571	1	76	950	5	6
4572	0	46	700	8	0
4573	1	55	590	5	1
4574	0	69	1240	1	3
4575	0	54	700	5	4
4576	1	73	350	2	5
4577	1	62	390	6	4
4578	0	25	970	3	6
4579	1	63	740	8	3
4580	0	42	380	7	0
4581	1	38	1380	2	2
4582	0	60	430	9	3
4583	1	51	1170	6	4
4584	1	69	640	7	4
4585	0	64	870	4	3
4586	1	41	810	3	6
4587	0	31	530	3	6
4588	0	74	1030	7	5
4589	1	27	1420	6	4
4590	0	49	210	7	4
4591	1	69	670	4	6
4592	0	87	400	7	0
4593	0	40	1100	3	6
4594	1	72	720	2	1
4595	0	64	250	5	0
4596	1	69	530	3	6
4597	1	59	160	9	7
4598	0	68	490	6	4
4599	0	43	540	3	6
4600	1	87	420	5	4
4601	1	25	870	7	5
4602	1	74	1450	2	4
4603	0	67	580	8	4
4604	0	24	1100	1	6
4605	1	37	250	9	2
4606	0	36	1210	2	5
4607	1	38	1370	9	0
4608	1	77	480	8	4
4609	0	51	1180	8	6
4610	0	27	1440	2	6
4611	1	64	620	9	2
4612	0	60	1470	1	3
4613	0	80	1170	2	5
4614	1	24	310	7	6
4615	1	18	1230	7	1
4616	1	31	1370	9	2
4617	1	51	690	9	1
4618	1	36	180	2	3
4619	0	78	660	9	0
4620	0	55	850	6	0
4621	0	69	1390	9	0
4622	1	62	1030	5	4
4623	0	60	1100	0	6
4624	1	70	1220	0	6
4625	1	39	1170	4	5
4626	1	41	1440	9	6
4627	1	87	690	2	5
4628	1	23	630	5	0
4629	0	38	1040	4	6
4630	0	20	990	0	1
4631	0	53	1190	4	6
4632	1	56	250	6	4
4633	1	58	380	8	1
4634	1	75	1420	8	5
4635	0	47	330	3	7
4636	0	45	530	4	4
4637	0	38	640	5	4
4638	0	35	170	9	7
4639	0	74	830	2	6
4640	0	37	440	7	0
4641	0	82	190	1	3
4642	1	37	520	3	7
4643	0	43	780	4	6
4644	1	82	1310	1	4
4645	0	74	660	9	6
4646	0	45	1170	5	4
4647	0	63	430	0	0
4648	1	87	910	0	3
4649	0	61	1310	5	6
4650	1	88	1220	7	5
4651	0	50	420	9	1
4652	1	21	1030	9	6
4653	1	42	250	4	0
4654	1	41	480	5	4
4655	0	32	1060	9	6
4656	1	62	840	2	1
4657	1	32	900	2	5
4658	0	84	510	9	5
4659	1	35	190	5	0
4660	1	77	330	5	2
4661	0	35	1190	0	2
4662	1	77	750	0	5
4663	0	28	480	7	7
4664	1	51	990	5	6
4665	1	36	400	1	2
4666	1	31	800	4	2
4667	0	79	1190	0	5
4668	0	51	880	8	2
4669	0	39	310	8	4
4670	1	61	1310	2	6
4671	1	36	1320	1	6
4672	0	44	520	7	2
4673	1	34	250	8	4
4674	1	44	750	4	2
4675	0	64	780	2	0
4676	0	25	220	3	1
4677	1	24	340	0	5
4678	1	86	310	7	4
4679	0	80	760	8	4
4680	1	49	1210	2	2
4681	1	71	1090	1	5
4682	0	69	1300	7	4
4683	0	20	360	5	0
4684	1	49	970	2	1
4685	1	27	1430	2	2
4686	0	71	1310	5	4
4687	0	19	1040	8	3
4688	1	39	230	8	7
4689	1	26	700	4	6
4690	1	71	1160	0	2
4691	0	30	1190	2	0
4692	0	69	270	3	3
4693	1	60	730	7	1
4694	0	39	1470	0	3
4695	0	58	540	0	4
4696	0	63	870	4	4
4697	0	45	510	9	7
4698	1	78	1100	2	3
4699	1	61	1240	3	2
4700	0	85	540	6	6
4701	1	38	1180	6	2
4702	0	28	1190	0	4
4703	0	36	1330	8	6
4704	1	36	690	0	6
4705	0	36	220	5	0
4706	0	84	270	5	5
4707	0	82	1190	1	6
4708	0	41	1270	2	3
4709	1	79	820	0	5
4710	0	30	1030	8	3
4711	0	70	650	2	3
4712	1	78	710	6	4
4713	0	84	570	8	5
4714	1	38	720	2	5
4715	0	25	390	3	4
4716	1	81	1200	1	3
4717	0	42	550	1	3
4718	0	33	880	7	5
4719	1	66	620	7	2
4720	0	33	890	2	5
4721	1	49	990	6	2
4722	0	21	390	6	0
4723	0	65	480	3	6
4724	0	37	590	9	1
4725	0	44	1130	3	5
4726	0	31	250	2	5
4727	0	49	920	0	5
4728	0	25	1080	1	3
4729	0	80	380	6	4
4730	0	67	710	9	3
4731	0	18	320	6	4
4732	1	86	640	3	7
4733	0	75	220	0	4
4734	0	67	940	4	6
4735	0	67	1190	4	6
4736	0	18	870	0	2
4737	1	56	1400	5	3
4738	0	67	1170	5	4
4739	0	33	1030	9	3
4740	1	32	770	7	6
4741	1	39	200	1	0
4742	1	83	450	2	4
4743	1	37	1110	4	4
4744	1	70	470	2	1
4745	0	18	440	2	5
4746	0	51	430	4	5
4747	1	36	1380	2	4
4748	0	36	730	2	3
4749	1	58	1420	6	6
4750	1	51	250	3	1
4751	0	67	180	6	2
4752	0	26	520	5	6
4753	0	48	890	4	6
4754	1	65	1420	0	4
4755	0	81	740	8	3
4756	1	39	1340	5	6
4757	1	62	1090	4	6
4758	1	69	740	5	3
4759	1	78	1220	6	2
4760	0	27	1490	7	5
4761	1	89	330	0	0
4762	0	58	930	5	2
4763	1	39	320	7	5
4764	0	69	970	6	5
4765	1	65	1180	4	4
4766	0	22	340	0	6
4767	1	33	310	0	2
4768	0	80	1480	0	3
4769	0	46	1190	6	4
4770	0	39	1240	6	4
4771	0	30	1060	8	3
4772	0	69	1320	5	0
4773	0	84	390	2	0
4774	0	26	350	5	0
4775	0	50	1270	4	6
4776	1	70	1090	9	6
4777	1	85	890	1	5
4778	0	75	1240	4	6
4779	1	49	1350	2	7
4780	0	64	260	1	4
4781	1	77	1130	1	2
4782	0	73	1400	2	6
4783	1	46	1140	3	6
4784	1	48	1270	8	2
4785	1	78	990	7	5
4786	0	33	1380	3	6
4787	1	65	170	7	1
4788	1	79	1040	7	3
4789	1	57	560	4	6
4790	0	45	750	3	6
4791	1	78	1310	0	3
4792	1	40	960	4	2
4793	0	72	1240	5	3
4794	0	75	1470	2	0
4795	0	27	1320	5	0
4796	0	48	720	4	6
4797	1	27	800	2	6
4798	1	37	1010	2	6
4799	0	44	1000	9	4
4800	1	74	1220	9	2
4801	0	54	580	8	0
4802	1	61	1160	7	6
4803	1	62	960	3	1
4804	1	18	180	4	1
4805	0	85	1340	8	5
4806	0	41	1290	5	6
4807	1	28	690	7	4
4808	1	27	1070	7	7
4809	0	69	780	4	6
4810	0	20	340	3	6
4811	0	60	760	1	3
4812	1	22	550	2	3
4813	0	66	940	3	3
4814	0	73	1140	9	3
4815	0	20	380	2	4
4816	0	46	1430	1	6
4817	1	79	540	7	6
4818	0	48	530	7	6
4819	1	26	1250	1	6
4820	1	42	1330	3	3
4821	0	45	650	4	5
4822	1	69	1240	5	4
4823	1	30	660	4	6
4824	0	39	460	1	0
4825	1	39	670	8	2
4826	1	19	950	3	1
4827	1	58	1140	0	3
4828	0	76	490	3	4
4829	0	43	170	1	0
4830	1	38	620	2	2
4831	0	76	1330	5	0
4832	1	51	1100	3	4
4833	1	76	550	1	5
4834	1	33	780	2	4
4835	0	74	1490	1	6
4836	1	71	800	4	5
4837	0	68	1410	5	4
4838	0	54	650	3	6
4839	0	70	1230	5	6
4840	0	60	500	4	6
4841	0	75	710	1	6
4842	1	43	590	5	2
4843	0	50	550	1	3
4844	0	66	270	6	4
4845	0	23	1180	2	6
4846	1	48	640	5	0
4847	0	42	380	8	2
4848	0	20	1250	4	6
4849	0	37	1220	6	5
4850	0	31	150	6	3
4851	1	69	680	7	4
4852	0	30	610	6	5
4853	0	51	570	0	6
4854	1	57	600	9	0
4855	1	41	1100	1	3
4856	0	35	410	0	0
4857	0	52	790	8	2
4858	1	53	710	0	4
4859	0	54	450	4	5
4860	0	67	1160	8	6
4861	1	54	1140	5	1
4862	0	62	540	2	4
4863	1	47	600	1	2
4864	1	69	440	3	1
4865	0	66	350	3	0
4866	1	54	1000	7	6
4867	1	51	510	3	5
4868	1	76	1410	6	5
4869	1	58	1030	3	6
4870	0	46	1000	7	6
4871	0	67	830	0	6
4872	0	63	710	3	5
4873	1	31	510	0	1
4874	0	64	1180	4	4
4875	1	68	890	2	5
4876	0	22	690	5	3
4877	0	47	1010	7	6
4878	1	81	630	3	6
4879	1	50	720	9	7
4880	1	30	1020	7	4
4881	1	76	1060	7	4
4882	1	59	770	4	6
4883	1	50	940	7	5
4884	1	63	1080	1	3
4885	1	32	910	3	6
4886	1	63	700	4	2
4887	0	45	870	5	6
4888	1	86	520	8	3
4889	1	27	1070	1	3
4890	1	18	670	5	1
4891	1	74	390	6	4
4892	1	71	700	1	2
4893	1	22	770	0	6
4894	1	44	1340	8	3
4895	1	65	360	7	5
4896	1	81	1180	4	6
4897	1	65	800	7	6
4898	1	77	1240	1	3
4899	0	51	640	4	0
4900	1	49	1460	5	0
4901	0	37	1200	9	6
4902	0	67	810	5	0
4903	1	85	160	2	1
4904	0	54	350	1	4
4905	1	42	320	6	4
4906	1	25	890	7	3
4907	1	74	1250	2	2
4908	0	72	1070	6	0
4909	0	72	690	1	3
4910	0	76	310	8	5
4911	0	34	1250	8	3
4912	1	65	220	5	7
4913	0	32	1240	4	6
4914	0	71	870	7	2
4915	1	79	780	0	2
4916	0	32	680	5	5
4917	0	22	520	3	6
4918	1	88	900	2	2
4919	0	26	1050	9	5
4920	0	46	1440	6	3
4921	0	67	710	0	3
4922	1	65	1070	6	5
4923	1	72	590	8	5
4924	0	87	1460	7	3
4925	1	35	1430	6	6
4926	1	60	690	1	2
4927	0	63	160	0	4
4928	1	36	370	4	0
4929	0	77	1430	1	1
4930	1	50	1310	5	1
4931	0	76	690	1	6
4932	0	18	1190	8	6
4933	0	73	510	1	3
4934	1	30	1250	6	1
4935	1	61	700	6	2
4936	0	40	510	3	6
4937	1	50	260	6	4
4938	1	70	710	3	6
4939	0	42	1420	4	5
4940	1	69	1240	0	3
4941	1	45	900	8	2
4942	0	85	920	6	4
4943	1	89	1470	9	1
4944	0	33	1340	3	1
4945	0	38	1040	0	3
4946	0	80	470	4	5
4947	1	88	900	9	2
4948	1	72	1060	5	4
4949	1	39	1140	6	4
4950	1	48	1180	0	6
4951	1	81	930	0	4
4952	1	83	630	7	5
4953	0	59	360	2	5
4954	1	87	730	6	4
4955	1	83	580	3	6
4956	0	78	1450	2	0
4957	0	63	200	1	5
4958	0	68	570	1	4
4959	0	69	710	1	3
4960	0	74	740	7	2
4961	0	30	1180	5	0
4962	1	42	450	1	6
4963	0	73	1340	5	0
4964	0	52	630	4	3
4965	1	27	360	4	6
4966	0	69	300	4	5
4967	1	78	1160	5	0
4968	1	52	1000	1	3
4969	0	34	660	3	4
4970	1	51	1390	8	2
4971	1	54	160	4	2
4972	0	65	570	8	5
4973	0	37	450	4	5
4974	0	66	220	9	7
4975	0	27	880	4	6
4976	0	55	1450	6	4
4977	1	31	1380	0	3
4978	0	75	1200	8	6
4979	0	61	1060	2	1
4980	0	63	870	4	6
4981	0	66	830	4	3
4982	1	46	1330	0	4
4983	0	71	740	1	7
4984	0	34	580	0	3
4985	0	48	610	3	6
4986	1	34	1420	9	3
4987	1	61	790	5	2
4988	0	83	1230	0	6
4989	1	27	1040	7	5
4990	0	37	1330	6	5
4991	0	19	360	2	7
4992	0	43	800	2	5
4993	0	64	270	9	6
4994	1	74	1420	4	4
4995	0	20	1260	2	5
4996	0	20	1260	2	0
4997	1	66	610	3	3
4998	0	42	400	7	5
4999	1	30	420	4	6
5000	1	50	720	1	3
5001	1	88	1250	2	5
5002	1	42	920	0	5
5003	1	23	750	6	3
5004	1	85	210	4	1
5005	1	29	380	1	1
5006	1	72	290	8	6
5007	1	67	1030	9	5
5008	0	51	800	0	4
5009	0	28	620	6	0
5010	0	76	1470	8	5
5011	0	35	1050	6	3
5012	0	75	470	4	2
5013	1	53	360	2	6
5014	0	82	750	7	5
5015	0	40	1090	2	6
5016	0	41	780	6	4
5017	0	38	1400	2	5
5018	1	23	1440	8	3
5019	1	70	400	7	0
5020	1	51	920	5	4
5021	1	78	1060	6	4
5022	1	81	1090	0	3
5023	1	35	1230	3	3
5024	1	41	980	6	6
5025	1	55	650	0	6
5026	0	81	1420	4	6
5027	1	42	1170	5	7
5028	0	42	690	6	4
5029	1	29	460	7	0
5030	1	35	890	5	6
5031	0	47	290	4	4
5032	0	55	810	4	6
5033	1	57	1480	2	6
5034	1	47	1260	9	2
5035	1	73	1070	2	5
5036	0	20	1190	3	6
5037	0	27	1220	7	5
5038	0	49	630	9	6
5039	1	58	1230	8	2
5040	0	19	240	8	2
5041	1	68	1000	9	6
5042	0	76	1390	8	3
5043	1	46	640	8	6
5044	0	82	1410	6	4
5045	0	82	990	7	2
5046	1	72	250	4	1
5047	1	79	1080	5	4
5048	1	60	890	1	3
5049	0	86	950	1	4
5050	1	34	690	6	4
5051	0	64	350	1	5
5052	0	41	1010	1	4
5053	0	77	730	2	6
5054	0	28	920	9	6
5055	1	49	1240	4	6
5056	1	79	420	1	0
5057	1	67	910	0	3
5058	0	46	830	7	0
5059	0	59	1070	0	1
5060	1	80	810	3	1
5061	0	30	670	7	5
5062	0	26	230	0	4
5063	0	76	1380	4	6
5064	1	42	1470	2	6
5065	0	37	670	4	4
5066	0	82	1100	0	1
5067	1	50	710	8	2
5068	1	40	620	6	4
5069	1	38	480	2	2
5070	1	82	750	3	6
5071	0	43	370	3	0
5072	0	51	610	9	7
5073	1	36	470	4	4
5074	0	38	240	4	4
5075	1	80	1360	2	2
5076	1	70	1430	7	4
5077	1	59	1320	4	7
5078	0	63	1300	9	7
5079	1	27	1250	3	3
5080	1	61	630	3	4
5081	0	22	460	3	6
5082	0	72	1090	0	2
5083	1	74	1260	9	3
5084	0	31	1020	5	3
5085	0	32	700	5	7
5086	1	50	830	0	2
5087	0	81	310	8	0
5088	0	29	180	4	6
5089	0	66	580	7	5
5090	1	24	900	7	3
5091	1	33	1310	3	6
5092	0	54	560	6	4
5093	1	48	510	7	6
5094	0	34	690	8	0
5095	1	43	180	5	4
5096	1	75	500	8	1
5097	1	33	320	7	0
5098	1	25	1150	5	3
5099	0	56	620	6	3
5100	0	67	500	0	5
5101	0	56	580	0	3
5102	1	46	820	8	1
5103	1	65	360	6	4
5104	1	73	1360	2	6
5105	1	58	670	8	5
5106	0	49	610	1	6
5107	1	29	230	1	6
5108	1	56	780	5	5
5109	0	30	1340	8	6
5110	0	25	1140	8	7
5111	0	23	200	1	4
5112	0	55	160	7	0
5113	0	18	170	8	0
5114	1	35	500	7	5
5115	1	77	1030	4	6
5116	1	66	270	5	4
5117	1	20	430	8	2
5118	0	84	400	4	5
5119	0	59	650	7	4
5120	1	40	390	7	4
5121	1	70	1300	7	6
5122	0	61	330	4	6
5123	0	21	800	8	2
5124	1	75	950	5	2
5125	1	36	950	9	5
5126	1	50	840	5	3
5127	1	49	1050	0	2
5128	0	18	920	9	0
5129	0	53	1100	9	6
5130	1	56	160	9	5
5131	1	23	330	9	7
5132	1	84	800	0	3
5133	1	66	720	6	1
5134	0	55	270	4	2
5135	1	56	1110	9	4
5136	1	69	1250	6	1
5137	0	62	290	6	4
5138	0	46	630	7	6
5139	0	59	440	8	7
5140	0	89	940	7	6
5141	0	32	1350	2	0
5142	1	44	320	8	2
5143	1	35	1440	1	3
5144	0	58	1420	7	6
5145	1	59	1490	5	2
5146	1	25	370	9	7
5147	1	85	1020	0	2
5148	0	23	1040	9	2
5149	0	23	770	3	6
5150	0	28	1450	1	6
5151	1	36	1290	2	5
5152	0	77	780	3	1
5153	0	27	1080	0	3
5154	1	84	1200	0	3
5155	0	65	650	3	6
5156	0	38	1440	7	5
5157	1	43	160	9	5
5158	1	77	520	4	0
5159	1	29	1240	9	2
5160	1	66	950	4	2
5161	1	76	480	6	5
5162	1	84	950	3	1
5163	0	37	250	4	0
5164	1	86	500	3	6
5165	0	41	820	2	2
5166	0	71	1340	2	5
5167	1	63	600	7	6
5168	0	57	720	0	2
5169	0	87	610	7	6
5170	0	43	760	2	1
5171	0	32	1420	1	3
5172	0	47	690	5	1
5173	0	53	1000	0	3
5174	0	31	1240	4	6
5175	0	60	290	4	4
5176	0	30	190	3	4
5177	0	77	460	5	4
5178	0	80	1430	3	0
5179	1	67	440	9	2
5180	1	39	1130	4	6
5181	0	84	1420	0	5
5182	0	34	1190	4	3
5183	0	49	1080	2	5
5184	1	31	280	1	6
5185	1	59	330	0	4
5186	0	51	310	7	5
5187	1	45	1070	5	7
5188	1	60	1300	4	6
5189	1	44	1030	0	3
5190	0	42	1090	8	6
5191	1	64	850	7	5
5192	1	85	150	6	4
5193	1	65	870	1	4
5194	1	55	1340	3	6
5195	1	81	460	1	7
5196	0	82	530	3	6
5197	0	82	1000	5	5
5198	0	82	550	0	4
5199	0	66	1390	5	4
5200	1	47	1260	1	5
5201	1	21	1410	4	6
5202	1	28	1180	8	3
5203	0	26	1410	8	5
5204	0	72	890	2	5
5205	0	31	330	0	0
5206	1	30	420	5	0
5207	1	35	690	5	3
5208	0	79	1270	8	6
5209	1	60	210	0	4
5210	1	20	300	5	6
5211	1	27	350	2	5
5212	1	20	1080	9	6
5213	0	26	1170	0	2
5214	0	86	1250	0	3
5215	0	70	890	6	3
5216	0	46	1060	2	1
5217	1	83	1090	4	5
5218	0	32	910	9	3
5219	1	77	390	1	3
5220	0	34	1200	8	6
5221	1	69	790	3	1
5222	0	32	860	8	6
5223	1	73	730	7	5
5224	0	58	750	8	5
5225	0	41	950	4	6
5226	0	83	720	6	4
5227	0	63	670	2	6
5228	0	89	1340	3	6
5229	1	54	650	6	3
5230	0	46	1410	9	1
5231	0	81	330	1	3
5232	0	59	930	8	4
5233	0	28	220	5	0
5234	0	19	1370	6	4
5235	1	79	1440	1	4
5236	0	86	820	2	5
5237	1	55	220	8	0
5238	0	65	870	8	6
5239	1	37	230	0	4
5240	0	71	1420	0	3
5241	0	69	1290	6	3
5242	1	66	1300	1	5
5243	1	85	310	7	2
5244	0	19	390	7	7
5245	1	45	1030	6	3
5246	0	46	680	6	4
5247	0	58	1060	2	0
5248	1	66	1030	1	3
5249	1	56	480	0	4
5250	0	60	410	7	5
5251	1	60	1280	9	2
5252	0	43	1140	1	6
5253	0	53	1360	5	5
5254	1	18	490	2	2
5255	0	73	910	9	6
5256	1	73	1450	8	1
5257	1	18	650	1	3
5258	0	64	590	4	2
5259	0	44	1380	2	5
5260	0	60	1050	8	4
5261	0	76	1130	6	5
5262	0	35	1320	6	4
5263	1	21	1080	3	6
5264	0	48	270	9	7
5265	0	60	870	4	4
5266	1	56	650	9	6
5267	1	80	620	2	2
5268	1	60	410	7	7
5269	1	27	840	3	3
5270	1	59	420	7	5
5271	1	79	480	0	3
5272	1	60	990	2	1
5273	0	63	970	6	4
5274	0	66	640	5	0
5275	1	70	270	0	4
5276	0	50	480	5	0
5277	1	67	150	5	4
5278	0	77	530	9	3
5279	0	85	1490	9	6
5280	0	70	1210	2	5
5281	0	33	1030	2	6
5282	0	54	1190	1	5
5283	0	49	1390	6	4
5284	0	59	560	3	6
5285	1	38	730	6	2
5286	1	33	820	7	5
5287	0	52	660	6	4
5288	0	18	890	1	3
5289	1	30	1440	3	6
5290	1	62	280	4	7
5291	0	39	360	5	2
5292	0	89	1470	7	6
5293	0	23	650	9	4
5294	0	78	480	7	1
5295	1	64	540	0	3
5296	1	48	680	3	3
5297	1	54	220	5	0
5298	1	48	510	6	2
5299	1	21	610	6	6
5300	1	40	1020	2	5
5301	1	58	500	3	6
5302	0	28	150	7	6
5303	0	81	1440	3	6
5304	1	46	1190	4	6
5305	0	87	1090	8	5
5306	1	74	190	0	0
5307	0	24	680	9	6
5308	0	36	1360	3	3
5309	1	81	580	5	4
5310	1	50	870	8	3
5311	1	42	1270	1	4
5312	0	22	1300	3	6
5313	0	32	760	5	0
5314	1	64	1380	1	5
5315	1	24	1470	8	2
5316	1	69	1060	8	3
5317	0	52	330	3	4
5318	1	74	400	9	5
5319	0	23	330	5	0
5320	0	60	720	8	2
5321	0	87	970	0	1
5322	0	58	520	5	0
5323	1	72	990	0	5
5324	0	30	1490	1	3
5325	1	22	740	8	4
5326	1	81	280	1	0
5327	1	44	1300	9	3
5328	1	68	1480	8	6
5329	0	79	1420	0	3
5330	1	33	1150	7	5
5331	0	30	1480	4	6
5332	0	27	1040	4	6
5333	0	26	960	4	6
